0,CUANTO VALE LA PARTICIPACION CON RESPECTO A LA NOTA FINAL,*,*,vale un 10 por ciento,Nivel0.aiml
0,^ [PARTICIPACION PARTICIPAR] ^ NOTA ^,*,*,<srai> CUANTO VALE LA PARTICIPACION CON RESPECTO A LA NOTA FINAL</srai>,Nivel0.aiml
0,COMO SE CONSIGUEN LOS PUNTOS POR PARTICIPACION,*,*,yendo a clase y participando en el aula,Nivel0.aiml
0,^ [PUNTOS PUNTUACION NOTA] ^ [PARTICIPACION],*,*,<srai> COMO SE CONSIGUEN LOS PUNTOS POR PARTICIPACION </srai>,Nivel0.aiml
0,LOS TRABAJOS SON INDIVIDUALES,*,*,si son individuales,Nivel0.aiml
0,^ TRABAJO(S) ^ [SOLO INDIVIDUALES INDIVIDUAL],*,*,<srai> LOS TRABAJOS SON INDIVIDUALES </srai>,Nivel0.aiml
0,SE PUEDEN HACER LOS TRABAJOS EN GRUPO,*,*,no ya que si lo haces suspenderas,Nivel0.aiml
0,^ [HACER REALIZAR] ^ [TRABAJOS PRACTICAS] ^ [GRUPO PAREJAS EQUIPO PERSONAS],*,*,<srai> SE PUEDEN HACER LOS TRABAJOS EN GRUPO </srai>,Nivel0.aiml
0,HAY QUE ENTREGAR LOS EJERCICIOS DE LAS RELACIONES DE PROBLEMAS,*,*,no puesto que se evalua con el examen,Nivel0.aiml
0,^ EJERCICIOS ^ (RELACION) ^ (RELACIONES) ^ (PROBLEMA(S)) ^,*,*,<srai> HAY QUE ENTREGAR LOS EJERCICIOS DE LAS RELACIONES DE PROBLEMAS </srai>,Nivel0.aiml
0,^ EJERCICIOS,*,*,<srai> HAY QUE ENTREGAR LOS EJERCICIOS DE LAS RELACIONES DE PROBLEMAS </srai>,Nivel0.aiml
0,^ EJERCICIOS ^ (RELACION) ^,*,*,<srai> HAY QUE ENTREGAR LOS EJERCICIOS DE LAS RELACIONES DE PROBLEMAS </srai>,Nivel0.aiml
0,CUANTO VALE EL PRIMER EXAMEN DE TEORIA,*,*,vale el 25 por ciento,Nivel0.aiml
0,^ [VALE PUNTUA PESO PORCENTAJE] ^ PRIMER EXAMEN ^ DE TEORIA,*,*,<srai> CUANTO VALE EL PRIMER EXAMEN DE TEORIA </srai>,Nivel0.aiml
0,PUEDO RECUPERAR UNA PRACTICA O EXAMEN,*,*,si#Comma en el examen ordinario#Comma si no sale aprobada con los porcentajes,Nivel0.aiml
0,^ [RECUPERAR REPETIR] ^ (PRACTICA) ^ (EXAMEN),*,*,<srai> PUEDO RECUPERAR UNA PRACTICA O EXAMEN </srai>,Nivel0.aiml
0,QUE PASA SI ME COPIO DE OTRO ESTUDIANTE,*,*,Si te pillan#Comma vas a suspender seguro,Nivel0.aiml
0,^ [COPIO COPIANDO(ME) FIJO FIJANDOME] ^ [ESTUDIANTE COMPAÑERO ALUMNO],*,*,<srai> QUE PASA SI ME COPIO DE OTRO ESTUDIANTE </srai>,Nivel0.aiml
0,QUE PASA SI ME DEJO COPIAR DE OTRO ESTUDIANTE,*,*,Si os pillan suspendeis ambos#Comma for sure,Nivel0.aiml
0,^ SI ME DEJO COPIAR ^,*,*,<srai> QUE PASA SI ME DEJO COPIAR DE OTRO ESTUDIANTE </srai>,Nivel0.aiml
0,Y SI SUSPENDO EN LA CONVOCATORIA ORDINARIA,*,*,No pasa nada! aun te queda la extraordinaria,Nivel0.aiml
0,^ [SUSPENDO NO\ APRUEBO] ^ [ORDINARIA JUNIO],*,*,<srai> Y SI SUSPENDO EN LA CONVOCATORIA ORDINARIA </srai>,Nivel0.aiml
0,CUANTO VALE LA PRACTICA Y LA TEORIA,*,*,valen el 50% cada una de ellas,Nivel0.aiml
0,^ PRACTICA(S) ^ TEORIA,*,*,<srai> CUANTO VALE LA PRACTICA Y LA TEORIA </srai>,Nivel0.aiml
0,CUAL ES EL HORARIO DE TUTORIAS DEL PROFESOR DE PRACTICAS,*,*,Lunes de 10 a 13:30 y martes de 10 a 12:30,Nivel0.aiml
0,^ [TUTORIA(S) DESPACHO] ^ (PROFESOR) ^ PRACTICA(S),*,*,<srai>CUAL ES EL HORARIO DE TUTORIAS DEL PROFESOR DE PRACTICAS </srai>,Nivel0.aiml
0,SE PUEDE APROBAR LA PARTE PRACTICA DE LA ASIGNATURA SI NO PRESENTO UNA PRACTICA,*,*,si puesto que solo valen el 20% cada una,Nivel0.aiml
0,^ PRACTICA(S) ^ [PRESENTO ENTREGO SUBO PRESENTAR ENTREGAR] ^ PRACTICA,*,*,<srai> se puede aprobar la parte practica de la asignatura si no presento una practica </srai>,Nivel0.aiml
0,CUAL ES LA NOTA MINIMA QUE TENGO QUE OBTENER EN CADA PARTE PARA HACER MEDIA,*,*,Segun la guia de la asignatura no hay nota minima,Nivel0.aiml
0,^ MINIM[O A] ^ MEDIA ^,*,*,<srai> Cual es la nota minima que tengo que obtener en cada parte para hacer media  </srai>,Nivel0.aiml
0,QUE PUNTUACION OBTENGO EN LA PRACTICA 1 SI OPTO POR DEFENDER EL NIVEL 3 Y NO LO SUPERO,*,*,La maxima nota a la que aspiras es al 6 sobre 10,Nivel0.aiml
0,^ NIVEL 3 ^,*,*,<srai> que puntuacion obtengo en la practica 1 si opto por defender el nivel 3 y no lo supero </srai>,Nivel0.aiml
0,PUEDO ENTREGAR LA PRACTICA 1 SIN HACER LA TAREA RELATICA AL NIVEL 0,*,*,no#Comma por que es la llave para acceder a los siguientes niveles,Nivel0.aiml
0,^ PRACTICA 1 ^ NIVEL 0 ^,*,*,<srai> uedo entregar la practica 1 sin hacer la tarea relatica al nivel 0 </srai>,Nivel0.aiml
0,QUE TENGO QUE HACER SI NO PUEDO ASISTIR A LA SESION DE PRACTICAS EN LA QUE ME CORRESPONDER HACER LA DEFENSA DE MI PRACTICA 1,*,*,Justificar la falta,Nivel0.aiml
0,CUANTAS PRUEBAS TEORICAS TENDRE A LO LARGO DEL CURSO,*,*,se haran dos pruebas en el apartado de teoria,Nivel0.aiml
0,QUE VALE LA PRIMERA PRUEBA TEORICA,*,*,vale un 50% sobre 100% en teoria,Nivel0.aiml
0,EN QUE CONSISTE EL EXAMEN DE EJERCICIOS,*,*,en ejercicios de la relacion de problemas,Nivel0.aiml
0,QUE DEBERIA HACER SI NO ESTOY SEGURO DE PODER SUPERAR EL NIVEL 3 DE LA PRACTICA 1,*,*,Hacer el nivel 2 y asegurarte el 8,Nivel0.aiml
